NAME,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO07145,6988.4,9.21,0.86,29.3,L,6920.0,0,12.15,1.68
ECO07146,4871.1,10.43,1.69,29.1,L,4871.1,1,11.57,0.29
ECO07147,6988.8,9.37,1.54,12.7,L,6922.5,0,13.17,4.84
ECO07148,5155.7,10.13,2.22,18.5,E,5141.2,0,12.09,1.19
ECO07149,7166.7,9.25,1.55,18.4,L,7047.3,0,12.94,2.65
ECO07150,7197.4,8.93,1.16,23.7,L,7154.5,0,11.75,0.35
ECO07151,6158.0,8.57,0.76,13.6,L,6132.6,1,10.93,0.45
ECO07152,7022.9,9.85,2.37,9.1,E,7047.2,0,13.36,1.39
ECO07153,4511.7,9.75,2.02,60.9,L,4405.2,0,12.45,0.81
ECO07154,6859.4,10.11,2.19,16.6,E,6882.5,0,12.56,1.66
ECO07155,5833.5,9.19,1.68,18.8,L,5941.5,0,13.7,3.18
ECO07156,2875.2,8.99,1.08,32.1,L,2875.2,1,10.98,0.37
ECO07157,5890.0,10.25,1.6,34.3,L,5875.3,0,12.34,0.81
ECO07158,6891.1,11.11,2.25,31.3,L,7129.7,0,13.77,2.6
ECO07159,4536.2,9.09,1.48,13.5,E,4536.2,1,10.94,1.99
ECO07160,4605.7,9.45,1.99,19.9,E,4479.8,0,13.54,5.05
ECO07161,4968.9,9.03,0.98,32.5,L,4479.8,0,13.54,4.81
ECO07162,4648.6,8.85,0.9,28.0,L,4479.8,0,13.54,4.98
ECO07163,7434.0,9.91,2.22,13.3,L,7444.3,0,12.66,0.64
ECO07164,4863.9,8.71,1.0,22.0,L,4863.9,1,10.83,0.19
ECO07165,5294.8,9.09,0.91,27.2,L,5292.9,0,11.68,0.5
ECO07166,6846.4,9.43,2.15,21.7,L,6932.2,0,11.79,0.44
ECO07167,6596.3,10.79,2.31,92.1,E,6409.5,1,12.14,1.16
ECO07168,7458.5,8.69,1.26,11.5,L,7458.5,1,10.86,0.68
ECO07169,7249.1,9.87,1.96,13.3,L,7222.0,0,12.42,0.93
ECO07170,7150.8,8.95,0.98,18.5,L,7150.8,1,10.93,0.16
ECO07171,6197.6,8.79,1.5,11.0,L,6197.6,1,10.79,0.61
ECO07172,5214.3,8.77,1.04,22.1,L,5322.6,0,12.89,1.53
ECO07173,5647.9,9.67,2.01,26.2,L,5647.9,1,11.14,0.2
ECO07174,7194.5,8.79,0.75,19.8,L,7194.5,1,10.9,0.23
ECO07175,5472.6,9.47,2.07,8.2,E,5382.7,1,11.03,1.33
ECO07176,3773.8,8.55,1.0,13.0,L,3773.8,1,10.78,0.22
ECO07177,4822.8,8.83,1.13,27.5,L,4822.8,1,10.91,0.24
ECO07178,6171.0,9.77,1.0,21.9,L,6171.0,1,11.38,0.49
ECO07179,5346.2,8.79,1.09,19.7,L,5346.2,1,11.05,0.2
ECO07180,7195.7,8.59,0.83,17.4,L,7195.7,1,10.87,1.4
ECO07181,5512.1,9.09,1.97,14.2,E,5322.6,0,12.89,1.58
ECO07182,6791.9,9.31,1.2,38.2,L,6853.9,1,11.36,0.55
ECO07183,5379.6,8.93,1.25,11.7,L,5379.6,1,10.92,0.2
ECO07184,5093.1,8.71,0.85,16.9,L,5093.1,1,10.92,0.17
ECO07185,7429.5,8.97,1.14,10.5,L,7429.5,1,10.94,0.96
ECO07186,7093.3,9.79,2.13,14.3,E,7093.3,1,11.1,0.22
ECO07187,6915.9,8.95,0.97,19.4,L,6853.9,0,11.36,0.6
ECO07188,5400.5,9.01,1.2,9.8,E,5400.5,1,10.84,0.48
ECO07189,5145.2,9.25,0.87,12.0,L,5145.2,1,11.16,0.72
ECO07190,6186.5,8.53,0.9,9.5,L,6208.9,0,11.73,0.99
ECO07191,5468.3,8.41,0.77,12.6,L,5454.7,1,10.92,0.33
ECO07192,5441.0,8.27,0.9,9.6,L,5454.7,0,10.92,0.33
ECO07193,5725.6,8.83,1.32,25.4,L,5725.6,1,11.07,0.27
ECO07194,5973.9,8.99,1.06,14.2,L,5973.9,1,11.05,1.08
ECO07195,6967.9,8.51,0.73,5.7,L,6967.9,1,10.81,0.45
ECO07196,7385.9,9.59,1.89,21.3,L,7385.9,1,11.15,0.89
ECO07197,6266.1,8.93,1.18,20.8,L,6257.8,0,11.85,0.57
ECO07198,5423.3,8.93,1.22,21.0,L,5423.3,1,10.88,1.24
ECO07199,3834.2,10.63,2.41,43.9,E,3834.2,1,11.7,0.43
ECO07200,6873.2,10.21,1.21,24.5,L,6873.2,1,11.58,0.55
ECO07201,7069.1,10.05,0.95,21.1,L,7069.1,1,11.64,0.88
ECO07202,6780.2,8.83,0.88,15.3,L,6780.2,1,10.94,0.27
ECO07203,5188.9,8.97,1.35,21.1,L,5188.9,1,10.83,1.08
ECO07204,6511.0,8.85,1.22,10.1,L,6511.0,1,10.92,0.94
ECO07205,7287.6,8.31,1.05,7.6,L,7330.8,0,11.27,1.99
ECO07206,7418.5,9.03,1.06,10.8,L,7330.8,0,11.27,2.03
ECO07207,5638.6,8.75,1.15,9.8,L,5638.6,1,10.81,0.28
ECO07208,6114.4,8.79,0.82,23.3,L,6108.2,0,11.22,2.13
ECO07209,6386.7,8.49,0.73,14.2,L,6386.7,1,10.79,0.55
ECO07210,6153.7,11.29,2.13,108.6,L,6138.3,1,13.0,1.63
ECO07211,4878.5,8.71,1.23,12.2,L,4878.5,1,10.87,0.16
ECO07212,5329.4,8.65,0.84,22.5,L,5421.8,0,12.73,1.36
ECO07213,7405.6,9.17,0.82,18.1,L,7405.6,1,11.07,0.86
ECO07214,7094.3,8.49,0.82,10.5,L,7094.3,1,10.85,1.0
ECO07215,4118.9,8.89,1.07,26.2,L,4118.9,1,10.9,0.15
ECO07216,5158.9,8.67,1.22,6.9,E,5158.9,1,10.77,0.81
ECO07217,7345.5,8.97,1.41,13.2,L,7345.5,1,10.96,1.9
ECO07218,7422.5,8.83,1.16,22.2,L,7422.5,1,10.95,0.33
ECO07219,6922.5,9.05,1.05,8.9,L,6771.0,0,12.65,2.27
ECO07220,7316.3,9.75,1.7,8.7,L,7390.7,0,11.47,1.54
ECO07221,6028.9,10.95,2.5,32.1,E,5984.8,1,12.29,0.96
ECO07222,7284.5,9.93,2.08,19.5,E,7284.5,1,11.23,0.44
ECO07223,6148.6,9.55,1.97,21.6,E,6151.0,0,11.4,2.35
ECO07224,6264.5,9.75,1.45,25.1,L,6264.5,1,11.18,1.1
ECO07225,7303.6,9.05,1.08,15.4,L,7303.6,1,10.96,0.27
ECO07226,6126.2,8.55,1.0,17.0,L,6174.8,0,11.54,1.26
ECO07227,5419.1,8.83,1.35,26.2,L,5471.0,1,11.02,0.98
ECO07228,6248.6,8.73,1.09,7.3,L,6248.6,1,10.83,1.37
ECO07229,5358.8,8.49,0.7,16.0,L,5358.8,1,10.81,0.78
ECO07230,7361.6,8.99,1.1,18.7,L,7361.6,1,10.92,0.17
ECO07231,5586.7,8.47,1.04,13.2,L,5586.7,1,10.76,0.32
ECO07232,6860.6,10.57,2.49,16.0,E,6860.6,1,11.63,0.5
ECO07233,6709.2,9.15,0.95,19.3,L,6709.2,1,11.04,2.13
ECO07234,6357.2,8.63,1.0,16.6,L,6357.2,1,10.79,0.55
ECO07235,6146.5,8.93,0.75,17.0,L,6146.5,1,10.99,2.4
ECO07236,6470.4,8.87,1.78,14.2,L,6470.4,1,10.87,1.22
ECO07237,6982.5,8.59,1.02,7.0,L,6982.5,1,10.81,0.36
ECO07238,5609.5,9.15,1.22,19.1,L,5609.5,1,11.0,0.26
ECO07239,7332.7,9.11,1.3,8.6,L,7326.4,0,11.63,1.77
ECO07240,7346.8,8.89,0.9,5.4,L,7346.8,1,10.98,1.02
ECO07241,5737.3,9.09,0.93,6.3,E,5737.3,1,10.96,0.54
ECO07242,5601.0,8.57,0.98,15.6,L,5568.5,0,11.14,0.84
ECO07243,7315.6,10.37,2.19,15.1,E,7315.6,1,11.6,0.16
ECO07244,6380.2,9.43,1.18,19.4,L,6380.2,1,11.06,0.53
ECO07245,5103.5,8.61,1.22,27.2,L,5103.5,1,10.9,0.25
ECO07246,7348.6,8.63,0.89,7.6,L,7328.4,0,11.68,1.64
ECO07247,5515.4,9.03,0.83,16.6,L,5515.4,1,10.99,0.29
ECO07248,6151.2,8.97,1.35,15.6,L,6151.2,1,10.87,0.72
ECO07249,7309.9,8.43,0.89,9.3,L,7309.9,1,10.8,0.45
ECO07250,3600.6,8.57,0.94,34.3,L,3600.6,1,10.87,0.51
ECO07251,6879.2,8.79,1.7,10.6,L,6879.2,1,10.81,1.98
ECO07252,5860.0,9.43,0.86,15.0,L,5833.6,1,11.27,0.84
ECO07253,6326.0,9.65,2.09,14.3,E,6326.0,1,11.05,0.83
ECO07254,6930.4,10.47,1.26,22.3,L,6930.4,1,11.88,0.54
ECO07255,5342.5,8.63,1.18,12.3,L,5368.5,0,11.75,0.78
ECO07256,6952.7,9.45,2.28,8.1,L,6827.8,0,12.8,1.66
ECO07257,6381.4,8.77,1.06,31.8,L,6426.8,0,12.17,1.24
ECO07258,6513.2,9.45,2.11,12.4,E,6426.8,0,12.17,1.26
ECO07259,7312.0,8.75,1.0,23.4,L,7164.0,0,12.71,1.75
ECO07260,7285.8,8.43,1.02,10.2,L,7324.9,0,11.73,0.5
ECO07261,6561.4,9.13,1.98,14.0,E,6561.4,1,10.85,0.67
ECO07262,5696.1,8.43,1.01,8.8,L,5696.1,1,10.78,0.17
ECO07263,6649.6,9.19,1.03,10.8,E,6649.6,1,10.96,1.5
ECO07264,6298.6,8.79,1.28,33.6,L,6298.6,1,11.01,0.92
ECO07265,7284.5,10.71,2.31,30.7,E,7211.6,1,12.19,1.15
ECO07266,6382.0,8.33,0.98,9.9,L,6382.0,1,10.78,0.34
ECO07267,5963.0,9.19,1.02,13.8,L,5978.2,1,11.05,3.39
ECO07268,5420.3,9.01,1.05,13.2,E,5420.3,1,10.96,0.25
ECO07269,7332.9,8.85,1.36,16.7,L,7164.0,0,12.71,1.68
ECO07270,5981.1,8.77,0.75,16.9,L,5981.1,1,10.93,3.11
ECO07271,7446.0,10.53,2.34,21.1,E,7446.0,1,11.61,0.34
ECO07272,6859.6,9.25,1.21,19.3,L,6859.6,1,10.97,0.47
ECO07273,7429.4,8.95,0.79,7.1,L,7351.7,0,11.6,0.41
ECO07274,6594.9,8.71,1.96,8.3,E,6752.1,0,12.76,3.08
ECO07275,6574.7,9.65,1.65,8.7,E,6574.7,1,11.09,0.23
ECO07276,2714.2,10.23,2.06,47.0,L,2714.2,1,11.51,0.86
ECO07277,6799.4,8.95,1.77,13.5,L,6799.4,1,10.87,2.98
ECO07278,3998.1,8.19,0.87,11.3,L,3998.1,1,10.78,0.17
ECO07279,6033.1,9.01,0.87,26.4,L,6033.1,1,11.06,1.2
ECO07280,3985.3,8.79,0.75,8.9,L,3985.3,1,10.92,0.15
ECO07281,6839.8,9.25,1.49,21.2,L,6752.1,0,12.76,2.9
ECO07282,7014.2,9.75,2.11,16.3,E,6752.1,0,12.76,3.03
ECO07283,5413.7,8.71,1.1,31.1,L,5413.7,1,10.88,0.47
ECO07284,5706.3,8.85,1.14,18.5,L,5706.3,1,10.91,0.97
ECO07285,6994.0,9.01,1.28,15.7,L,6994.0,1,10.9,0.67
ECO07286,5856.4,8.81,1.28,10.1,L,5960.5,0,12.04,3.67
ECO07287,6843.3,10.09,1.92,33.9,L,6843.3,1,11.4,0.41
ECO07288,6430.8,9.05,2.01,11.3,E,6752.1,0,12.76,2.94
ECO07289,5954.1,9.91,1.83,14.7,E,6146.8,0,12.72,1.43
ECO07290,6299.1,8.97,1.77,14.8,L,6146.8,0,12.72,1.37
ECO07291,6136.3,9.13,1.8,12.6,L,5960.5,0,12.04,3.86
ECO07292,7357.5,8.79,0.88,6.3,L,7364.2,0,11.19,1.11
ECO07293,6370.8,10.19,2.24,18.3,E,6351.5,1,11.44,0.74
ECO07294,6195.7,9.81,2.0,14.1,L,6195.7,1,11.17,1.51
ECO07295,7065.4,9.87,2.12,17.2,E,6752.1,0,12.76,2.96
ECO07296,6925.9,8.49,1.09,17.5,L,6925.9,1,10.78,0.46
ECO07297,6332.2,8.91,1.86,20.0,L,6351.5,0,11.44,0.67
ECO07298,3791.0,10.57,2.12,90.7,E,3791.0,1,11.73,0.62
ECO07299,5470.3,8.57,0.82,13.0,L,5470.3,1,10.85,0.33
ECO07300,5845.1,9.35,2.31,2.9,E,5960.5,0,12.04,3.97
ECO07301,5105.8,9.09,1.48,18.2,L,5105.8,1,10.88,1.26
ECO07302,6727.8,8.95,0.83,6.8,L,6727.8,1,10.95,1.04
ECO07303,4982.4,9.19,1.88,21.0,L,5053.5,0,12.67,1.57
ECO07304,7024.7,8.73,0.97,19.1,L,7024.7,1,10.84,0.69
ECO07305,6729.7,9.09,1.72,14.4,L,6752.1,0,12.76,2.44
ECO07306,5852.5,9.09,1.95,18.0,L,5960.5,0,12.04,4.01
ECO07307,6529.3,9.57,2.03,14.4,L,6529.3,1,11.06,0.95
ECO07308,5809.2,8.61,1.12,10.0,L,5809.2,1,10.78,0.75
ECO07309,2920.0,9.87,1.07,28.2,L,2920.0,1,11.42,0.42
ECO07310,5481.3,10.01,0.87,35.7,L,5481.3,1,11.67,0.19
ECO07311,6277.3,9.05,0.82,23.4,L,6063.6,0,12.08,3.8
ECO07312,6214.8,8.67,1.12,25.2,L,6214.8,1,10.94,1.4
ECO07313,6782.3,9.37,1.82,21.8,L,6752.1,0,12.76,2.83
ECO07314,7449.8,9.83,1.01,15.1,L,7449.8,1,11.09,0.22
ECO07315,4787.8,8.71,0.89,13.9,L,4787.8,1,10.83,0.29
ECO07316,6595.8,8.69,0.98,7.8,L,6614.8,0,11.07,0.9
ECO07317,6633.7,8.83,0.78,12.5,L,6614.8,1,11.07,0.86
ECO07318,6191.1,8.53,1.05,17.6,L,6191.1,1,10.77,1.93
ECO07319,4673.6,9.31,1.43,12.4,E,4673.6,1,10.98,0.54
ECO07320,3634.8,9.47,1.01,31.9,L,3682.9,1,11.36,0.54
ECO07321,5633.0,8.75,1.2,9.8,L,5633.0,1,10.84,0.27
ECO07322,7401.8,8.79,0.7,14.2,L,7432.2,0,11.21,0.89
ECO07323,6405.3,8.87,1.5,12.6,E,6405.3,1,10.86,1.11
ECO07324,7462.5,9.09,1.13,24.4,L,7432.2,1,11.21,0.87
ECO07325,6800.5,8.35,1.0,7.7,L,6772.3,0,11.17,0.67
ECO07326,6573.6,9.49,0.96,16.5,L,6573.6,1,11.2,0.9
ECO07327,6100.9,8.91,1.52,7.1,L,6063.6,0,12.08,3.94
ECO07328,6842.5,9.45,2.21,8.6,E,6842.5,1,10.92,2.36
ECO07329,7090.8,9.19,0.82,12.2,L,7090.8,1,11.07,0.6
ECO07330,7328.0,8.75,1.06,15.2,L,7328.0,1,10.91,0.15
ECO07331,3731.0,8.71,0.73,21.7,L,3682.9,0,11.36,0.54
ECO07332,6825.6,8.99,1.77,8.7,E,6791.8,0,11.39,1.02
ECO07333,6282.3,9.35,1.05,20.1,L,6282.3,1,11.14,0.4
ECO07334,6091.3,9.13,1.86,12.7,L,6091.3,1,10.83,3.48
ECO07335,5423.3,8.85,1.56,7.3,E,5423.3,1,10.8,1.04
ECO07336,6314.6,8.55,0.77,5.2,E,6314.6,1,10.85,1.51
ECO07337,6616.9,8.37,1.0,7.3,L,6616.9,1,10.8,0.74
ECO07338,6159.1,8.55,1.09,12.4,L,6003.2,0,11.99,1.44
ECO07339,6958.7,8.61,0.91,9.0,L,6958.7,1,10.84,0.43
ECO07340,6387.6,8.55,1.22,21.0,L,6387.6,1,10.87,0.42
ECO07341,6744.1,9.17,1.05,15.2,L,6772.3,1,11.17,0.7
ECO07342,6704.7,10.41,2.46,14.3,E,6704.7,1,11.48,0.29
ECO07343,6281.2,9.19,0.89,14.1,L,6281.2,1,11.07,0.87
ECO07344,7073.2,8.39,1.18,5.7,L,7073.2,1,10.78,0.51
ECO07345,4904.0,8.73,0.83,15.8,L,4904.0,1,10.87,0.25
ECO07346,5612.3,9.09,1.0,20.2,L,5612.3,1,11.03,0.4
ECO07347,6312.1,8.73,0.79,23.1,L,6312.1,1,10.94,0.83
ECO07348,4701.6,8.21,0.78,9.1,L,4717.9,0,11.4,0.99
ECO07349,6882.9,8.89,0.82,9.3,L,6882.9,1,10.97,0.37
ECO07350,6238.6,9.63,1.48,16.0,L,6238.6,1,11.1,1.34
ECO07351,6254.1,8.59,1.24,9.7,L,6254.1,1,10.79,0.87
ECO07352,5775.4,8.67,1.14,15.2,L,5775.4,1,10.9,0.63
ECO07353,6418.1,10.23,1.69,19.1,L,6634.0,1,11.73,1.36
ECO07354,6244.5,8.87,1.02,17.6,L,6244.5,1,10.94,0.85
ECO07355,6506.5,8.89,1.02,14.7,L,6450.4,0,11.31,1.57
ECO07356,6694.4,8.85,1.13,14.3,L,6694.4,1,10.86,0.68
ECO07357,4628.4,8.47,0.98,9.9,L,4628.4,1,10.8,0.49
ECO07358,5048.0,9.93,2.23,24.5,E,5048.0,1,11.18,1.66
ECO07359,6840.4,8.55,0.97,10.6,L,6840.4,1,10.79,1.05
ECO07360,6664.2,9.31,1.18,14.8,L,6664.2,1,11.08,0.35
ECO07361,6902.8,8.87,1.41,9.0,L,6899.8,1,10.94,1.3
ECO07362,5931.6,9.15,1.17,17.3,L,6072.2,0,11.36,3.35
ECO07363,6218.7,10.61,2.21,25.5,L,6146.8,0,12.72,1.3
ECO07364,6239.6,9.13,0.97,18.3,L,6239.6,1,10.98,0.63
ECO07365,5201.7,8.75,0.78,8.7,L,5201.7,1,10.95,0.35
ECO07366,7043.1,10.03,2.2,13.1,L,7043.1,1,11.35,0.76
ECO07367,6539.0,8.79,0.81,21.1,L,6539.0,1,10.93,1.32
ECO07368,6378.3,8.57,0.68,21.4,L,6378.3,1,10.89,0.45
ECO07369,5419.3,8.89,1.09,7.6,L,5419.3,1,10.93,0.35
ECO07370,6103.3,8.91,1.02,13.1,L,6103.3,1,10.91,5.3
ECO07371,4713.6,9.89,2.16,15.2,E,4713.6,1,11.15,0.53
ECO07372,3788.3,8.45,1.01,15.3,L,3788.3,1,10.79,0.17
ECO07373,5295.3,8.95,1.12,10.1,L,5295.3,1,10.96,0.46
ECO07374,6879.5,8.67,1.22,15.4,L,6879.5,1,10.8,0.83
ECO07375,5884.1,9.31,1.39,26.2,L,6023.5,0,12.37,7.46
ECO07376,5910.3,8.73,0.6,15.1,L,5910.3,1,10.85,0.89
ECO07377,5380.8,8.79,0.96,35.1,L,5271.4,0,12.0,0.59
ECO07378,6070.5,8.43,1.01,10.7,L,6070.5,1,10.79,0.23
ECO07379,6250.3,8.91,1.64,16.9,L,6023.5,0,12.37,7.67
ECO07380,5939.4,9.57,1.88,17.3,L,6023.5,0,12.37,7.75
ECO07381,5846.8,9.09,0.94,8.8,L,5846.8,1,11.03,0.4
ECO07382,5987.1,8.99,2.0,13.1,L,6023.5,0,12.37,7.77
ECO07383,5785.1,8.91,0.79,20.1,L,5836.9,0,11.48,3.06
ECO07384,6923.4,9.95,1.32,21.3,L,6982.1,1,11.72,0.37
ECO07385,5449.8,9.19,2.09,8.4,E,5993.4,0,13.95,7.64
ECO07386,6678.6,8.85,1.23,12.6,L,6678.6,1,10.89,0.72
ECO07387,6658.7,9.51,2.27,9.0,E,5993.4,0,13.95,6.16
ECO07388,6531.1,8.59,1.0,11.4,L,6531.1,1,10.85,0.23
ECO07389,7396.4,8.35,0.99,10.8,L,7396.4,1,10.75,0.31
ECO07390,6264.2,8.61,1.2,13.7,L,6264.2,1,10.79,0.4
ECO07391,6508.1,9.13,2.06,10.2,E,5993.4,0,13.95,7.74
ECO07392,5626.6,9.11,1.93,19.1,E,5626.6,1,10.86,0.78
ECO07393,5667.1,9.61,2.29,13.0,E,5993.4,0,13.95,7.94
ECO07394,7057.1,10.51,2.29,22.4,E,7057.1,1,11.72,0.41
ECO07395,7064.5,8.75,1.03,6.0,L,7064.5,1,10.85,0.61
ECO07396,6780.5,8.69,1.23,12.0,L,6780.5,1,10.78,0.81
ECO07397,7444.2,9.21,1.02,15.2,L,7444.2,1,11.15,0.24
ECO07398,5807.6,8.67,1.79,17.0,L,5993.4,0,13.95,6.17
ECO07399,7397.8,9.89,2.03,12.1,L,7397.8,1,11.24,0.88
ECO07400,5637.0,9.61,2.29,11.1,E,5993.4,0,13.95,8.02
ECO07401,7026.9,8.43,1.06,7.3,L,7026.9,1,10.79,0.56
ECO07402,5681.4,8.91,1.35,10.5,L,5681.4,1,10.82,0.97
ECO07403,5848.2,9.21,2.1,7.8,E,5993.4,0,13.95,8.03
ECO07404,4843.3,8.53,0.76,15.2,L,4843.3,1,10.85,1.06
ECO07405,2660.5,9.55,2.14,13.3,E,2660.5,1,11.0,0.93
ECO07406,6107.6,9.33,2.15,7.1,E,5993.4,0,13.95,7.65
ECO07407,5701.9,9.17,1.84,18.2,L,5993.4,0,13.95,7.39
ECO07408,5968.2,10.77,2.12,107.3,L,5993.4,0,13.95,7.58
ECO07409,6789.7,9.19,0.82,12.2,L,6728.9,0,12.01,1.09
ECO07410,5706.8,9.15,2.16,10.4,E,5993.4,0,13.95,6.97
ECO07411,7457.6,8.91,0.59,25.3,L,7457.6,1,10.91,0.49
ECO07412,6661.2,8.83,0.83,10.7,L,6661.2,1,10.95,0.31
ECO07413,5399.3,9.37,1.42,13.1,L,5399.3,1,11.05,0.33
ECO07414,7244.1,9.01,0.85,13.3,L,7269.1,0,11.29,0.74
ECO07415,5284.2,8.73,0.84,17.8,L,5284.2,1,10.92,0.5
ECO07416,4294.6,9.25,0.82,21.4,L,4311.4,0,11.72,0.41
ECO07417,6080.1,10.87,2.59,55.0,E,6146.8,0,12.72,1.39
ECO07418,5449.9,9.67,2.26,14.5,E,5993.4,0,13.95,6.88
ECO07419,5619.6,6.89,0.65,17.2,L,5671.7,0,11.29,0.61
ECO07420,5406.8,9.39,2.19,11.6,E,5993.4,0,13.95,7.09
ECO07421,6411.4,9.05,1.32,15.3,L,6411.4,1,10.95,0.77
ECO07422,6866.5,8.77,1.13,19.2,L,6866.5,1,10.88,0.3
ECO07423,6116.9,8.73,0.85,14.8,L,6116.9,1,10.96,0.17
ECO07424,7195.1,8.87,0.99,6.1,L,7195.1,1,10.88,1.27
ECO07425,4529.1,9.15,2.05,10.1,E,4529.1,1,10.83,0.15
ECO07426,7276.2,9.49,1.61,8.1,L,7121.6,0,12.82,1.68
ECO07427,6236.3,9.11,1.17,15.2,L,6236.3,1,10.95,0.54
ECO07428,6599.9,10.83,2.34,60.1,E,6533.0,1,12.3,1.43
ECO07429,6277.1,9.31,1.93,8.7,E,5993.4,0,13.95,7.38
ECO07430,5026.5,9.11,1.39,9.2,E,4963.6,0,12.07,1.52
ECO07431,5312.9,8.71,0.81,13.9,L,5312.9,1,10.77,0.35
ECO07432,4320.9,8.61,1.01,23.1,L,4320.9,1,10.86,0.2
ECO07433,7110.8,8.99,1.06,10.5,L,7091.4,0,12.47,1.42
ECO07434,6002.6,8.71,0.96,9.0,L,6002.6,1,10.82,1.61
ECO07435,4942.6,8.75,0.71,13.5,L,4942.6,1,10.93,0.18
ECO07436,4320.9,9.17,1.19,20.6,E,4351.4,1,11.11,1.04
ECO07437,6053.5,8.99,1.88,24.5,L,6048.9,1,11.11,4.92
ECO07438,6620.8,10.67,1.79,26.1,L,6620.8,1,11.83,1.08
ECO07439,5723.8,9.95,2.08,21.0,E,5671.7,1,11.29,0.59
ECO07440,6858.3,9.17,1.17,18.6,L,6858.3,1,11.1,1.45
ECO07441,7256.9,9.75,1.68,22.9,L,7121.6,0,12.82,1.66
ECO07442,5904.1,9.23,2.1,9.4,E,5993.4,0,13.95,6.19
ECO07443,6647.0,9.01,1.09,12.2,L,6647.0,1,10.94,0.43
ECO07444,6934.7,8.53,1.0,9.8,L,6942.7,0,11.4,1.33
ECO07445,6915.4,9.27,1.06,48.0,L,6956.4,1,11.32,0.63
ECO07446,5683.5,8.87,1.74,13.1,L,5993.4,0,13.95,6.86
ECO07447,5927.7,9.53,2.03,18.6,E,5993.4,0,13.95,6.31
ECO07448,6377.1,8.63,0.84,18.3,L,6377.1,1,10.87,0.51
ECO07449,6608.0,9.77,0.89,30.0,L,6608.0,1,11.47,1.55
ECO07450,6714.5,8.81,0.91,18.0,L,6714.5,1,10.9,0.43
ECO07451,6492.0,8.85,1.15,6.5,L,6492.0,1,10.86,0.45
ECO07452,6997.3,8.67,0.92,13.9,L,6956.4,0,11.32,0.63
ECO07453,6396.5,9.31,1.19,14.2,L,6396.5,1,11.09,0.67
ECO07454,6843.8,9.97,2.13,16.0,E,7121.6,0,12.82,1.71
ECO07455,5956.1,9.03,1.96,14.4,E,5956.1,1,10.81,6.07
ECO07456,5972.3,10.01,2.24,12.8,E,5972.3,1,11.29,0.92
ECO07457,5044.0,8.75,1.15,10.3,E,5044.0,1,10.84,0.99
ECO07458,5853.1,9.11,0.79,21.2,L,5864.3,1,11.29,4.27
ECO07459,6548.1,8.75,0.74,19.3,L,6548.1,1,10.94,0.63
ECO07460,4629.9,9.43,0.97,21.9,L,4629.9,1,11.17,0.42
ECO07461,7415.0,10.49,2.26,20.8,E,7415.0,1,11.56,0.73
ECO07462,6120.5,8.61,0.95,12.7,L,6120.5,1,10.89,0.24
ECO07463,6707.5,9.29,1.21,18.6,L,6707.5,1,11.1,1.17
ECO07464,6360.9,8.85,0.82,11.2,L,6360.9,1,10.89,0.6
ECO07465,6873.4,8.51,0.92,22.8,L,6873.4,1,10.9,0.62
ECO07466,6056.8,9.03,1.1,19.1,L,6056.8,1,11.06,0.5
ECO07467,5333.8,8.87,1.04,11.0,L,5333.8,1,10.91,0.55
ECO07468,6722.5,8.75,1.38,12.6,L,6722.5,1,10.82,0.27
ECO07469,5889.5,9.05,1.28,14.9,L,5864.3,0,11.29,3.66
ECO07470,6377.9,9.81,1.22,21.3,L,6377.9,1,11.29,1.22
ECO07471,5147.7,8.83,0.86,9.2,E,5147.7,1,10.91,0.38
ECO07472,5850.3,9.57,2.22,12.5,L,5864.3,0,11.29,3.56
ECO07473,7461.7,9.97,2.11,7.6,E,7461.7,1,11.23,0.35
ECO07474,7153.3,8.45,0.83,9.2,L,7153.3,1,10.82,1.21
ECO07475,6593.9,8.77,1.28,10.7,L,6593.9,1,10.81,0.44
ECO07476,5801.7,8.99,0.98,42.2,L,5801.7,1,11.0,1.2
ECO07477,7387.1,9.17,1.06,6.4,L,7387.1,1,11.09,0.21
ECO07478,5900.0,8.47,0.98,12.5,L,5900.0,1,10.82,0.64
ECO07479,6538.3,9.85,1.25,12.1,L,6539.9,1,11.27,1.36
ECO07480,6150.0,9.89,1.57,22.6,E,6150.0,1,11.28,2.43
ECO07481,6343.8,10.75,2.37,39.5,E,6452.2,1,11.84,1.7
ECO07482,5975.9,8.47,0.88,8.3,L,5903.5,0,11.09,1.55
ECO07483,6371.6,10.01,1.89,15.5,E,6371.6,1,11.32,0.49
ECO07484,6868.7,8.91,0.99,26.4,L,6634.0,0,11.73,1.44
ECO07485,6284.4,8.81,0.81,9.9,L,6284.4,1,10.96,0.42
ECO07486,7179.0,8.79,0.93,12.1,L,7179.0,1,10.87,0.4
ECO07487,5666.8,9.49,2.08,28.4,L,5666.8,1,10.96,1.16
ECO07488,6683.7,9.19,1.03,17.5,L,6634.0,0,11.73,1.44
ECO07489,6686.6,8.73,0.99,16.0,L,6686.5,0,11.9,1.17
ECO07490,7063.2,8.87,1.04,12.6,L,7063.2,1,10.94,0.31
ECO07491,6623.4,8.79,0.71,18.4,L,6623.4,1,10.92,1.45
ECO07492,6483.2,10.69,2.31,40.8,E,6483.2,1,11.79,1.35
