NAME,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO00349,5575.0,8.47,1.24,6.9,L,5603.3,0,11.98,1.42
ECO00350,3029.2,8.67,0.96,19.8,L,3029.2,1,10.76,1.3
ECO00351,4217.5,8.55,0.81,12.9,E,4217.5,1,10.76,0.16
ECO00352,6077.2,8.89,1.9,5.6,E,6138.3,0,13.0,1.59
ECO00353,5175.5,8.71,1.2,13.6,L,5175.5,1,10.77,0.97
ECO00354,5240.8,8.19,0.67,5.9,L,5240.8,1,10.75,0.16
ECO00355,6560.0,9.05,1.94,18.5,E,6560.0,1,10.82,1.46
ECO00356,4366.2,8.49,0.94,11.6,L,4366.2,1,10.76,0.58
ECO00357,4871.0,8.43,0.78,11.1,L,4871.0,1,10.76,0.15
ECO00358,6712.9,8.45,1.06,11.4,L,6702.8,0,11.24,0.41
ECO00359,4443.7,8.43,0.78,17.3,L,4443.7,1,10.83,0.24
ECO00360,6546.5,8.51,1.18,14.4,L,6546.5,1,10.79,0.66
ECO00361,4725.5,8.65,1.39,12.3,L,4725.5,1,10.78,1.06
ECO00362,5529.0,8.63,1.29,9.5,E,5529.0,1,10.78,0.17
ECO00363,4412.0,8.39,0.77,9.4,L,4412.0,1,10.77,0.56
ECO00364,4851.1,8.35,0.68,25.9,L,4851.1,1,10.79,0.16
ECO00365,6737.8,9.19,2.29,8.3,E,6780.8,0,13.89,6.25
ECO00366,4239.3,8.47,0.96,21.5,L,4256.4,0,10.98,0.93
ECO00367,6298.6,8.79,1.95,6.5,E,6437.1,0,12.21,2.07
ECO00368,5319.2,8.73,1.22,23.5,L,5319.2,1,10.82,0.38
ECO00369,6435.4,8.57,0.68,17.4,L,6435.4,1,10.76,0.62
ECO00370,3891.9,8.73,1.24,25.8,L,3808.6,0,11.49,0.91
ECO00371,6718.8,8.63,1.43,9.1,L,6718.8,1,10.76,0.74
ECO00372,4674.4,8.17,0.61,14.6,L,4648.7,0,11.52,0.84
ECO00373,4662.3,8.51,1.12,9.5,L,4662.3,1,10.76,0.78
ECO00374,6348.1,8.55,1.12,8.7,L,6348.1,1,10.77,0.92
ECO00375,5989.5,8.55,1.17,5.8,E,5989.5,1,10.75,1.13
ECO00376,4762.9,8.77,1.24,13.5,E,4762.9,1,10.79,0.21
ECO00377,4347.3,9.09,2.07,15.7,E,4323.7,0,12.88,1.67
ECO00378,5171.2,8.57,1.0,19.5,L,5138.6,0,11.22,0.67
ECO00379,4714.1,8.67,1.73,13.9,E,4714.4,0,11.06,0.87
ECO00380,5245.1,8.63,1.66,15.6,L,5138.9,0,11.59,1.12
ECO00381,4342.7,8.43,1.28,24.3,L,4342.7,1,10.8,1.79
ECO00382,5184.4,8.33,0.94,11.1,L,5184.4,1,10.75,0.3
ECO00383,5450.9,8.47,0.71,9.1,L,5450.9,1,10.76,0.82
ECO00384,5854.8,8.69,1.34,9.5,E,5854.8,1,10.78,0.95
ECO00385,5472.9,8.97,1.92,12.2,E,5713.7,0,12.99,3.0
ECO00386,6868.6,8.47,0.79,7.0,E,6868.6,1,10.77,0.18
ECO00387,4254.8,8.73,1.31,16.8,L,4480.4,0,12.11,1.2
ECO00388,4997.4,8.57,1.06,8.9,E,5064.3,0,11.55,1.08
ECO00389,4020.0,8.45,0.77,17.5,L,4020.0,1,10.8,0.38
ECO00390,4478.0,8.61,1.13,20.0,L,4478.0,1,10.77,1.14
ECO00391,6361.1,9.31,1.33,35.4,L,6361.1,1,10.98,0.44
ECO00392,2632.6,8.95,1.41,20.9,E,2674.7,0,13.23,2.65
ECO00393,4714.5,8.37,0.8,11.1,L,4694.2,0,11.52,0.61
ECO00394,4907.5,8.45,1.11,17.5,L,4907.5,1,10.76,0.71
ECO00395,5063.4,8.27,1.1,15.5,L,5063.4,1,10.75,0.16
ECO00396,4400.5,8.93,1.02,36.2,L,4400.5,1,10.89,0.9
ECO00397,5530.2,8.39,0.83,10.7,L,5532.9,0,11.61,1.77
ECO00398,6740.6,8.47,0.87,11.9,L,6740.6,1,10.76,1.35
ECO00399,5726.5,8.87,1.92,16.8,E,5678.5,0,13.04,1.73
ECO00400,5600.8,8.51,0.67,14.3,L,5600.8,1,10.83,1.78
ECO00401,2770.1,8.61,0.92,34.1,L,2770.1,1,10.85,1.69
ECO00402,5483.6,8.61,0.92,11.7,L,5722.1,0,13.24,2.36
ECO00403,6936.4,8.59,1.15,6.9,L,6936.4,1,10.76,0.69
ECO00404,5378.4,8.77,0.82,19.8,L,5378.4,1,10.93,1.1
ECO00405,5857.0,8.49,1.54,17.1,L,5857.0,1,10.75,0.21
ECO00406,5124.0,8.21,0.75,15.2,L,5124.0,1,10.77,0.55
ECO00407,4814.0,8.77,1.12,9.3,L,4814.0,1,10.77,2.72
ECO00408,3366.3,8.93,2.02,16.8,E,3366.3,1,10.75,1.8
ECO00409,5184.7,8.21,0.63,12.9,L,5184.7,1,10.79,0.16
ECO00410,5062.5,8.79,1.33,6.4,E,5062.5,1,10.76,0.2
ECO00411,4291.4,8.83,0.81,28.4,L,4291.4,1,10.9,0.68
ECO00412,6496.6,8.45,0.88,9.3,L,6496.6,1,10.76,1.58
ECO00413,4812.2,8.51,0.81,26.8,L,4812.2,1,10.79,0.25
ECO00414,4366.6,8.61,0.98,16.3,L,4366.6,1,10.77,0.42
ECO00415,6239.1,8.77,0.96,14.7,L,6239.1,1,10.79,0.3
ECO00416,6165.1,8.71,1.42,11.1,L,6198.2,0,12.88,2.54
ECO00417,5512.9,8.45,0.8,18.9,L,5512.9,1,10.77,0.49
ECO00418,6643.0,8.63,1.62,15.5,E,6643.0,1,10.78,2.39
ECO00419,4902.7,8.31,0.83,8.4,L,4902.7,1,10.76,0.22
ECO00420,4662.8,8.31,0.69,10.0,L,4757.5,0,11.31,0.49
ECO00421,4262.3,8.81,0.95,9.4,E,4262.3,1,10.8,0.19
ECO00422,5645.0,8.19,0.89,14.9,L,5645.0,1,10.76,0.31
ECO00423,6960.3,8.17,1.11,13.2,L,6960.3,1,10.77,0.28
ECO00424,6970.6,8.17,0.85,7.4,L,6970.6,1,10.77,0.42
ECO00425,6384.1,8.41,1.01,10.2,L,6384.1,1,10.76,1.23
ECO00426,4437.5,8.47,0.94,11.6,L,4437.5,1,10.78,0.33
ECO00427,3853.2,8.45,0.85,16.6,E,3853.2,1,10.77,0.6
ECO00428,6266.7,8.55,1.22,4.6,E,6266.7,1,10.75,0.2
ECO00429,4698.2,8.31,0.89,6.7,E,4698.2,1,10.78,0.39
ECO00430,6279.9,8.93,2.03,6.0,E,6302.5,0,11.86,1.01
ECO00431,5852.8,8.79,1.7,5.9,E,5960.5,0,12.04,3.73
ECO00432,5849.7,8.61,1.28,7.5,E,5849.7,1,10.79,1.06
ECO00433,5482.6,8.61,1.34,8.5,E,5482.6,1,10.76,0.28
ECO00434,6942.3,8.45,0.92,6.6,L,6942.3,1,10.75,2.21
ECO00435,6475.5,8.23,0.89,6.3,L,6475.5,1,10.76,0.16
ECO00436,6797.3,8.45,0.71,11.2,L,6797.3,1,10.77,0.56
ECO00437,6314.9,8.89,1.88,6.7,E,6314.9,1,10.77,0.97
ECO00438,6822.1,8.57,1.03,7.2,L,6802.8,0,11.72,1.89
ECO00439,6916.2,8.55,1.18,9.2,L,6853.9,0,11.58,0.59
ECO00440,6693.6,8.77,1.37,20.1,L,6693.6,1,10.78,0.76
ECO00441,6691.8,8.57,1.35,20.1,L,6691.8,1,10.83,0.73
ECO00442,6681.3,8.91,1.8,7.2,E,6703.4,0,12.07,1.56
ECO00443,6073.8,8.55,1.06,11.9,L,6073.8,1,10.81,0.21
ECO00444,6582.9,8.67,1.71,15.1,L,6587.1,0,11.91,0.61
ECO00445,3915.5,8.73,1.43,16.1,L,3915.5,1,10.77,0.52
ECO00446,6735.0,8.53,0.96,7.7,L,6735.0,1,10.8,0.32
ECO00447,4273.3,8.53,1.0,6.8,E,4284.4,0,11.45,0.92
ECO00448,4527.0,8.31,0.59,10.2,L,4720.4,0,13.05,3.38
ECO00449,6956.0,8.69,1.8,11.3,L,6956.0,1,10.78,0.57
ECO00450,6659.9,9.17,1.93,12.4,L,6680.5,0,12.37,2.63
ECO00451,6743.4,8.55,0.8,5.5,E,6743.4,1,10.75,2.25
ECO00452,6725.2,8.55,0.77,9.1,L,6725.2,1,10.76,0.49
ECO00453,6550.1,8.53,1.02,7.5,E,6550.1,1,10.79,0.99
ECO00454,3611.3,8.51,1.25,68.8,L,3611.3,1,10.85,0.2
ECO00455,6131.5,8.97,2.04,8.4,E,6131.5,1,10.76,0.95
ECO00456,6641.8,8.39,0.96,5.3,E,6641.8,1,10.78,0.39
ECO00457,6357.8,8.23,0.68,4.7,E,6780.8,0,13.89,5.96
ECO00458,6413.6,10.35,2.07,23.2,L,6413.6,1,12.28,1.84
ECO00459,6132.5,9.03,1.98,10.6,E,6062.0,0,12.82,1.68
ECO00460,6632.6,8.97,2.04,9.2,E,6632.6,1,10.76,3.06
ECO00461,6438.5,8.95,1.95,8.0,E,6329.8,0,11.54,1.7
ECO00462,6824.5,9.09,2.24,4.8,E,6824.5,1,10.75,1.3
ECO00463,6905.0,8.45,1.22,7.3,L,6905.0,1,10.75,0.68
ECO00464,6689.1,8.55,1.26,8.9,L,6689.1,1,10.77,0.69
ECO00465,6563.8,8.71,1.65,7.1,E,6550.2,0,13.22,2.21
ECO00466,6322.3,8.43,0.73,14.9,L,6322.3,1,10.81,0.58
ECO00467,5319.3,8.49,1.29,13.2,L,5319.3,1,10.77,0.68
ECO00468,5654.7,8.73,0.89,14.9,E,5654.7,1,10.81,1.87
ECO00469,4041.1,8.65,1.16,7.3,E,4041.1,1,10.76,0.6
ECO00470,4429.2,8.87,0.92,32.7,L,4429.2,1,11.09,0.19
ECO00471,3580.1,8.75,1.62,24.7,L,3580.1,1,10.81,1.32
ECO00472,6965.6,8.67,1.04,10.0,L,6965.6,1,10.76,2.0
ECO00473,5627.3,8.91,1.23,17.4,L,5688.0,0,11.3,0.31
ECO00474,6072.2,9.03,2.0,12.5,E,6072.2,1,10.79,1.61
ECO00475,6953.5,9.21,1.83,19.4,L,6893.7,0,11.18,2.82
ECO00476,4194.1,8.43,0.87,9.4,E,4194.1,1,10.76,0.49
ECO00477,5430.1,9.01,1.54,26.6,L,5430.1,1,10.83,0.75
ECO00478,6111.2,8.55,1.14,18.9,L,6111.2,1,10.78,1.02
ECO00479,6917.6,8.63,1.76,9.7,L,6787.6,0,12.11,1.49
ECO00480,6541.5,8.35,0.9,8.7,L,6539.9,0,11.27,1.34
ECO00481,6793.6,8.47,0.7,12.0,L,6793.6,1,10.8,0.66
ECO00482,5171.7,8.65,0.92,17.0,E,5171.7,1,10.77,0.37
ECO00483,6949.3,8.23,0.67,9.8,L,6912.4,0,10.95,0.65
ECO00484,6869.4,8.41,0.69,7.0,L,6869.4,1,10.76,0.77
ECO00485,6934.7,8.61,1.62,12.0,L,6753.4,0,11.9,1.81
ECO00486,6417.2,8.35,1.0,4.1,E,6417.2,1,10.75,0.52
ECO00487,5801.3,8.35,0.82,6.0,L,5801.3,1,10.77,0.32
ECO00488,7000.6,8.37,0.99,8.5,L,6973.6,0,11.74,1.09
ECO00489,6848.6,8.37,0.87,5.6,L,6848.6,1,10.77,0.8
ECO00490,6224.1,8.35,0.99,11.4,L,6217.6,0,11.54,0.56
ECO00491,3551.6,8.49,1.17,14.0,E,3551.6,1,10.75,0.86
ECO00492,6423.1,8.55,0.64,26.8,L,6423.1,1,10.85,0.33
ECO00493,4818.9,8.77,1.23,15.6,L,4818.9,1,10.81,0.51
ECO00494,5996.2,8.57,1.25,14.2,L,5972.7,0,11.4,1.31
ECO00495,6690.4,8.37,0.74,12.4,L,6706.8,0,11.16,2.32
ECO00496,5457.1,8.71,0.82,16.9,L,5457.1,1,10.84,0.74
ECO00497,6769.2,8.57,0.99,7.9,E,6769.2,1,10.76,0.61
ECO00498,4197.8,8.43,0.89,34.3,L,4197.8,1,10.81,0.26
ECO00499,5719.4,8.41,0.69,15.0,L,5719.4,1,10.75,1.05
ECO00500,4882.1,8.47,0.76,8.0,E,4882.1,1,10.79,0.16
ECO00501,5838.7,8.87,1.06,6.9,L,5838.7,1,10.85,0.29
ECO00502,6750.6,8.71,1.53,15.9,L,6750.6,1,10.78,3.28
ECO00503,6647.0,8.59,0.9,18.7,L,6720.0,0,10.96,1.44
ECO00504,6590.3,8.49,0.85,16.7,L,6590.3,1,10.79,3.01
ECO00505,5491.6,8.41,0.78,19.7,L,5491.6,1,10.75,0.96
ECO00506,6445.9,8.45,0.93,12.3,L,6445.9,1,10.76,0.2
ECO00507,6687.9,8.53,0.63,16.0,L,6553.2,0,10.98,0.79
ECO00508,6808.9,8.55,1.23,21.0,L,6808.9,1,10.79,0.16
ECO00509,5679.0,8.53,1.26,13.0,L,5725.5,0,11.49,0.32
ECO00510,4113.0,8.57,0.99,30.8,L,4113.0,1,10.78,0.32
ECO00511,6634.8,8.43,0.87,12.6,L,6573.7,0,10.95,0.77
ECO00512,6359.4,8.59,1.44,11.8,L,6359.4,1,10.75,0.59
ECO00513,5925.0,8.47,0.73,21.9,L,5925.0,1,10.75,0.4
ECO00514,6002.4,8.71,0.69,19.6,L,6002.4,1,10.79,0.51
ECO00515,5919.1,8.53,0.61,15.3,L,5919.1,1,10.79,2.89
ECO00516,5974.8,8.73,1.22,10.0,E,5974.8,1,10.75,0.51
ECO00517,6897.9,8.53,0.91,6.7,L,6893.5,0,11.1,0.76
ECO00518,6477.5,8.49,1.14,25.9,L,6514.2,0,11.23,0.78
ECO00519,3292.9,8.27,0.67,7.9,E,3313.3,0,12.26,0.82
ECO00520,6671.2,8.45,0.96,20.6,L,6671.2,1,10.81,0.47
ECO00521,6140.0,8.65,1.22,14.1,L,6140.0,1,10.77,0.69
ECO00522,5292.8,8.45,0.99,31.7,L,5382.7,0,11.03,1.38
ECO00523,6260.3,8.55,1.54,11.2,E,6260.3,1,10.75,0.16
ECO00524,6439.0,8.37,1.06,6.1,L,6439.0,1,10.75,0.15
ECO00525,6898.5,8.53,1.11,12.7,L,6898.5,1,10.83,0.51
ECO00526,3970.6,8.23,0.6,18.3,L,3970.6,1,10.92,0.6
ECO00527,6135.1,8.71,1.37,8.2,L,6135.1,1,10.77,0.72
ECO00528,6088.1,8.59,1.48,18.0,L,6088.1,1,10.78,1.0
ECO00529,6417.1,8.63,1.43,5.8,E,6435.1,0,11.25,0.42
ECO00530,6274.6,8.49,1.29,9.6,L,6274.6,1,10.77,0.55
ECO00531,6999.5,9.01,1.16,15.2,E,6999.5,1,10.79,0.38
ECO00532,6310.3,8.61,1.28,8.9,L,6310.3,1,10.78,0.66
ECO00533,5469.9,8.81,1.94,16.1,E,5469.9,1,10.76,1.34
ECO00534,6395.3,8.27,0.95,9.1,E,6395.3,1,10.77,0.6
ECO00535,6644.8,9.03,2.07,3.6,E,6644.8,1,10.77,0.94
ECO00536,6136.1,8.57,0.96,18.1,L,6480.1,0,12.98,3.68
ECO00537,6514.3,8.75,1.72,10.4,L,6480.1,0,12.98,3.81
ECO00538,6872.9,8.87,1.85,13.0,L,6777.6,0,12.35,2.24
ECO00539,6262.7,9.17,2.0,18.9,L,6242.7,0,12.53,0.67
ECO00540,6867.3,8.57,0.76,23.8,L,6979.3,0,11.76,1.87
ECO00541,6970.9,8.61,1.36,11.7,L,6970.9,1,10.76,1.75
ECO00542,4317.7,8.69,1.82,14.1,L,4295.1,0,12.71,2.26
ECO00543,6783.2,8.61,1.43,7.1,E,6783.2,1,10.77,0.79
ECO00544,3719.0,8.53,0.75,24.2,L,3719.0,1,10.78,1.07
ECO00545,6823.4,8.51,0.82,7.5,L,6621.5,0,12.59,1.59
ECO00546,6952.5,8.55,0.84,14.5,L,6952.5,1,10.79,0.61
ECO00547,6946.8,8.35,0.68,11.5,L,6946.8,1,10.75,1.48
ECO00548,6657.1,8.75,1.39,5.1,E,6657.1,1,10.78,0.99
ECO00549,6989.7,8.47,1.34,10.7,L,6961.9,0,11.1,1.99
ECO00550,6492.9,8.57,1.08,12.6,L,6623.4,0,10.94,0.65
ECO00551,6731.5,8.93,2.01,13.8,E,6716.0,0,11.48,0.95
ECO00552,6684.1,8.63,1.56,18.0,L,6684.1,1,10.84,0.48
ECO00553,6894.6,8.35,1.07,14.0,L,6952.6,0,11.33,0.98
ECO00554,6495.1,8.71,1.81,19.6,L,6589.0,0,14.45,22.45
ECO00555,6119.5,8.63,0.7,13.5,L,6119.5,1,10.78,0.22
ECO00556,6801.3,8.47,0.76,11.1,L,6801.3,1,10.75,1.34
ECO00557,6619.4,9.31,2.38,12.1,E,6504.8,0,11.22,0.47
ECO00558,3956.7,8.53,0.86,11.9,L,3956.7,1,10.77,0.29
ECO00559,6983.7,9.11,0.93,23.4,L,7057.6,1,11.42,1.01
ECO00560,5068.1,8.97,1.55,36.2,L,5068.1,1,11.06,0.39
ECO00561,6211.4,8.35,1.23,27.4,L,6211.4,1,10.8,1.01
ECO00562,6996.4,8.69,1.37,25.5,L,7000.8,1,10.97,0.9
ECO00563,6894.5,8.41,1.24,15.6,L,6985.7,0,11.32,0.59
ECO00564,6221.5,8.99,2.06,7.6,E,6330.9,0,13.08,1.89
ECO00565,6143.3,8.51,0.79,7.2,E,6143.3,1,10.75,0.89
ECO00566,6930.3,8.99,2.07,8.0,E,6930.3,1,10.75,3.3
ECO00567,6979.5,8.41,0.91,12.2,L,6979.5,1,10.75,1.36
ECO00568,4055.5,8.77,1.27,37.9,L,4096.9,0,12.04,0.8
ECO00569,4491.7,8.81,0.76,30.7,L,4491.7,1,10.87,0.74
ECO00570,6843.4,8.17,0.65,18.4,L,6979.3,0,11.76,1.75
ECO00571,6719.8,8.77,1.44,24.8,L,6719.8,1,10.82,1.51
ECO00572,6306.5,8.33,1.06,18.3,L,6306.5,1,10.76,1.94
ECO00573,5577.4,8.47,1.05,4.3,E,5577.4,1,10.75,0.16
ECO00574,4887.6,8.55,1.09,28.4,L,4887.6,1,10.84,0.3
ECO00575,5183.9,8.95,1.8,35.4,L,5183.9,1,10.89,1.04
ECO00576,6305.5,9.11,2.0,11.8,L,6589.0,0,14.45,23.87
ECO00577,5037.1,8.65,1.67,27.3,L,5037.1,1,10.78,1.0
ECO00578,6066.1,8.93,1.43,31.6,L,6066.1,1,10.93,0.37
ECO00579,3440.1,8.69,1.47,34.2,L,3440.1,1,10.83,1.37
ECO00580,6826.9,9.29,1.29,19.2,L,6744.2,1,11.27,2.53
ECO00581,6167.1,8.59,1.26,22.8,L,6167.1,1,10.84,0.56
ECO00582,6586.4,8.49,1.45,19.4,L,6586.4,1,10.76,2.73
ECO00583,5019.7,8.41,0.89,11.2,L,5184.0,0,12.68,1.73
ECO00584,4472.8,8.85,1.63,4.9,E,4472.8,1,10.79,0.43
ECO00585,3032.0,8.79,1.39,14.2,E,3032.0,1,10.79,0.43
ECO00586,3583.4,8.57,0.89,14.9,E,3583.4,1,10.8,0.3
ECO00587,5387.0,8.73,1.06,29.6,L,5387.0,1,10.94,0.15
ECO00588,5482.1,8.21,0.86,23.6,L,5482.1,1,10.78,0.24
ECO00589,6203.5,8.73,1.32,11.4,L,6231.2,0,10.96,0.77
ECO00590,6259.0,8.59,1.27,23.4,L,6231.2,1,10.96,0.83
ECO00591,6051.9,8.41,1.01,14.0,L,6046.6,0,12.05,0.6
ECO00592,6697.0,8.35,1.07,5.8,E,6697.0,1,10.74,0.45
ECO00593,6366.6,8.61,1.75,11.7,L,6366.6,1,10.75,0.99
ECO00594,4455.0,8.59,0.77,36.4,L,4455.0,1,10.85,0.36
ECO00595,6796.0,8.39,1.37,8.7,L,6796.0,1,10.76,0.48
ECO00596,6526.9,8.71,1.4,12.5,L,6395.0,0,11.83,1.86
ECO00597,6826.0,8.91,1.16,6.1,E,6826.0,1,10.78,0.8
ECO00598,5018.2,8.37,0.84,25.6,L,5018.2,1,10.76,0.62
ECO00599,6468.0,8.27,1.25,14.0,L,6468.0,1,10.79,1.07
ECO00600,6865.7,8.59,1.43,10.9,L,6833.0,0,12.66,1.36
ECO00601,6569.0,8.79,0.87,15.7,L,6452.7,0,13.65,2.46
ECO00602,6029.1,8.77,1.36,29.6,L,6029.1,1,10.86,0.6
ECO00603,2730.6,8.77,0.95,23.4,L,2730.6,1,10.82,0.89
ECO00604,6531.2,8.71,1.34,7.3,E,6452.7,0,13.65,2.98
ECO00605,6963.0,8.91,1.89,7.3,E,6963.0,1,10.75,1.45
ECO00606,6474.5,8.49,0.98,23.5,L,6474.5,1,10.75,1.18
ECO00607,6562.9,8.25,1.02,16.0,L,6562.9,1,10.77,0.94
ECO00608,6493.1,8.89,1.08,11.9,L,6521.9,0,11.09,1.29
ECO00609,6716.5,8.55,0.81,12.9,L,6716.5,1,10.78,1.49
ECO00610,6919.2,8.85,0.75,19.3,L,6919.2,1,10.86,1.22
ECO00611,3979.5,8.43,0.97,13.9,L,3979.5,1,10.76,0.3
ECO00612,5226.3,8.37,0.96,8.6,L,5525.8,0,13.15,1.98
ECO00613,5408.5,8.81,1.38,11.3,L,5408.5,1,10.75,1.06
ECO00614,6171.1,8.47,1.06,7.0,L,6171.1,1,10.77,1.21
ECO00615,4673.6,8.25,0.67,11.1,L,4673.6,1,10.77,0.18
ECO00616,6289.9,8.55,1.42,15.3,L,6289.9,1,10.76,0.51
ECO00617,6803.1,8.35,0.68,8.0,L,6803.1,1,10.8,1.48
ECO00618,6320.5,8.87,1.93,12.1,E,6319.8,0,12.4,1.03
ECO00619,6641.7,8.51,1.06,17.8,L,6575.4,0,11.38,0.77
ECO00620,6399.0,8.67,0.69,15.1,L,6399.0,1,10.79,0.82
ECO00621,5352.3,8.73,0.99,19.4,L,5352.3,1,10.79,0.68
ECO00622,6401.6,8.73,1.33,14.1,L,6401.6,1,10.76,0.35
ECO00623,6970.3,8.33,1.24,6.3,L,6984.3,0,10.94,1.1
ECO00624,6479.5,8.61,1.14,16.6,L,6479.5,1,10.81,0.83
ECO00625,6500.0,8.67,0.92,16.6,L,6500.0,1,10.84,0.76
ECO00626,6697.0,8.61,1.52,21.2,L,6697.0,1,10.79,0.36
ECO00627,4643.0,8.35,0.68,27.1,L,4563.7,0,11.49,0.37
ECO00628,6189.0,8.55,1.43,15.4,L,6419.9,0,11.52,1.93
ECO00629,6378.0,8.37,0.6,5.1,E,6378.0,1,10.76,0.56
ECO00630,6367.7,8.45,1.09,6.7,E,6367.7,1,10.76,1.38
ECO00631,6475.5,8.37,0.68,16.5,L,6475.5,1,10.77,0.78
ECO00632,5923.9,8.79,1.61,13.5,L,6049.7,0,11.82,1.41
ECO00633,6881.0,8.25,0.98,17.0,L,6881.0,1,10.75,0.32
ECO00634,5678.2,8.39,0.84,11.7,L,5678.2,1,10.76,0.23
ECO00635,6223.5,8.75,1.28,17.3,L,6223.5,1,10.77,1.77
ECO00636,3064.3,8.91,1.13,27.6,L,3064.3,1,10.81,1.44
ECO00637,4992.4,8.37,0.81,17.9,L,5037.7,0,11.6,1.34
ECO00638,3775.8,8.39,0.77,8.0,E,3775.8,1,10.75,0.87
ECO00639,4681.2,8.29,0.68,9.1,L,4681.2,1,10.77,0.41
ECO00640,6904.5,8.75,1.94,10.6,E,6904.5,1,10.76,2.0
ECO00641,6918.4,9.01,2.08,6.5,E,6852.0,0,12.83,4.22
ECO00642,5233.6,8.35,0.94,6.8,E,5233.6,1,10.77,0.22
ECO00643,6452.6,8.45,0.77,14.5,L,6452.6,1,10.8,0.21
ECO00644,5762.4,8.43,0.72,19.7,L,5762.4,1,10.76,0.21
ECO00645,6045.3,8.59,1.06,7.7,L,6045.3,1,10.76,0.27
ECO00646,6053.6,8.33,1.12,9.4,L,6037.8,0,12.16,1.27
ECO00647,6087.0,8.59,0.96,11.7,L,6037.8,0,12.16,1.3
ECO00648,6104.3,7.67,0.6,13.8,L,6104.3,1,10.77,1.3
ECO00649,5923.0,8.49,1.17,25.0,L,6589.0,0,14.45,14.73
ECO00650,5801.2,8.53,1.17,12.2,L,5778.0,0,12.72,1.77
ECO00651,5764.6,8.51,0.82,7.3,L,5764.6,1,10.76,0.92
ECO00652,5932.0,8.49,0.84,13.1,L,5741.3,0,12.06,1.98
ECO00653,5804.2,8.47,0.75,13.0,L,5804.2,1,10.77,0.64
ECO00654,6438.5,8.71,1.76,18.0,L,6439.4,0,12.48,1.12
ECO00655,6980.7,8.07,0.62,9.6,L,6980.7,1,10.76,0.62
ECO00656,6952.2,9.35,1.86,14.4,L,6952.2,1,11.01,1.24
ECO00657,6732.7,9.05,0.74,19.3,L,6732.7,1,11.05,1.71
ECO00658,4774.0,8.47,1.05,15.0,L,4774.0,1,10.75,0.36
ECO00659,6550.9,8.53,0.98,16.4,L,6452.7,0,13.65,2.75
ECO00660,6171.6,8.91,1.68,13.1,L,6226.3,0,11.77,1.43
ECO00661,6361.9,8.63,1.58,11.9,E,6361.9,1,10.75,0.94
ECO00662,5237.2,8.55,1.32,13.3,E,5237.2,1,10.77,0.26
ECO00663,6974.3,8.47,1.33,9.1,L,6974.3,1,10.76,1.13
ECO00664,4451.7,8.53,1.32,33.2,L,4460.9,0,11.2,0.33
ECO00665,5829.5,8.57,1.01,20.4,L,5902.5,0,11.04,0.82
ECO00666,5785.9,8.57,1.02,18.7,L,5785.9,1,10.76,1.12
ECO00667,4824.4,8.59,0.85,15.5,L,4824.4,1,10.77,0.81
ECO00668,6482.7,8.53,1.17,7.1,E,6482.7,1,10.75,0.55
ECO00669,6267.7,8.57,0.56,7.4,L,6267.7,1,10.78,0.82
ECO00670,6444.7,8.29,0.95,7.5,L,6471.1,0,11.73,0.37
ECO00671,2884.9,8.65,1.04,13.7,E,2884.9,1,10.77,0.5
ECO00672,6725.8,8.41,0.79,10.4,L,6725.8,1,10.76,0.74
ECO00673,5896.1,8.45,0.75,12.0,L,5896.1,1,10.77,0.48
ECO00674,6441.4,8.39,1.01,26.2,L,6412.5,0,11.25,1.4
ECO00675,6469.3,9.97,1.89,20.3,L,6469.3,1,11.41,1.73
ECO00676,6956.7,8.45,1.15,9.0,L,6956.7,1,10.75,0.28
ECO00677,5404.0,8.55,0.8,15.3,L,5404.0,1,10.78,0.16
ECO00678,6523.3,8.55,1.48,7.3,E,6523.3,1,10.75,1.82
ECO00679,4878.0,8.81,1.51,5.1,E,4878.0,1,10.76,0.39
ECO00680,6052.8,8.43,1.08,12.2,L,6052.8,1,10.77,0.4
ECO00681,6970.4,8.93,0.76,19.2,L,7009.3,0,11.38,2.05
ECO00682,5982.3,8.59,0.55,18.1,E,5982.3,1,10.81,0.46
ECO00683,5652.5,8.57,0.97,7.8,E,5652.5,1,10.77,0.67
ECO00684,6592.5,8.59,1.35,21.6,L,6714.4,1,10.95,0.77
ECO00685,5469.3,8.31,1.03,20.3,L,5453.7,0,11.22,0.42
ECO00686,6836.4,8.69,0.83,7.5,E,6714.4,0,10.95,0.76
ECO00687,6108.1,8.51,1.0,14.5,L,6108.1,1,10.79,0.27
ECO00688,5248.0,8.63,0.96,24.7,L,5204.6,0,11.27,2.05
ECO00689,6909.0,8.59,0.98,9.6,L,6909.0,1,10.76,0.35
ECO00690,2626.0,8.41,0.75,23.4,L,2626.0,1,10.75,0.24
ECO00691,6630.6,8.67,0.6,10.8,L,6709.5,0,11.86,1.99
ECO00692,6901.2,8.51,1.35,6.0,E,6901.2,1,10.75,2.54
ECO00693,6429.1,8.71,1.34,11.2,L,6429.1,1,10.76,0.71
ECO00694,6682.0,8.39,0.69,3.8,E,6682.0,1,10.76,0.53
ECO00695,3280.9,8.39,1.02,28.7,L,3280.9,1,10.79,0.26
ECO00696,6666.4,8.45,0.82,14.1,L,6666.4,1,10.77,0.59
